id,title,description,genre,cast,director,homepage,url,vote_average,year,poster_url,combined,rating,popularity
22972,Green Zone,"During the U.S.-led occupation of Baghdad in 2003, Chief Warrant Officer Roy Miller and his team of Army inspectors were dispatched to find weapons of mass destruction believed to be stockpiled in the Iraqi desert. Rocketing from one booby-trapped and treacherous site to the next, the men search for deadly chemical agents but stumble instead upon an elaborate cover-up that threatens to invert the purpose of their mission.","['War', 'Action', 'Adventure', 'Drama', 'Thriller']","['Matt Damon', 'Greg Kinnear', 'Brendan Gleeson']",Paul Greengrass,http://www.greenzonemovie.com/,http://www.greenzonemovie.com/,6.4,2010.0,https://image.tmdb.org/t/p/w500/czFIaeukSxNEccysQeys1PCkuOG.jpg,"['War', 'Action', 'Adventure', 'Drama', 'Thriller'] During the U.S.-led occupation of Baghdad in 2003, Chief Warrant Officer Roy Miller and his team of Army inspectors were dispatched to find weapons of mass destruction believed to be stockpiled in the Iraqi desert. Rocketing from one booby-trapped and treacherous site to the next, the men search for deadly chemical agents but stumble instead upon an elaborate cover-up that threatens to invert the purpose of their mission. Paul Greengrass ['Matt Damon', 'Greg Kinnear', 'Brendan Gleeson']",6.482,81
227973,The Peanuts Movie,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest back home.",['Animation'],"['Noah Schnapp', 'Bill Melendez', 'Venus Schultheis']",Steve Martino,http://www.peanutsmovie.com/,http://www.peanutsmovie.com/,6.5,2015.0,https://image.tmdb.org/t/p/w500/aiwdwnl7RFs1vcBanOKr13ye3wE.jpg,"['Animation'] Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest back home. Steve Martino ['Noah Schnapp', 'Bill Melendez', 'Venus Schultheis']",6.927,59
3131,Gangs of New York,"It's 1863. America was born in the streets. Amsterdam Vallon returns to the Five Points of America to seek vengeance against the psychotic gangland kingpin, Bill the Butcher, who murdered his father years earlier. With an eager pickpocket by his side and a whole new army, Vallon fights his way to seek vengeance on the Butcher and restore peace in the area.","['Drama', 'History', 'Crime']","['Leonardo DiCaprio', 'Daniel Day-Lewis', 'Cameron Diaz']",Martin Scorsese,http://video.movies.go.com/gangsofnewyork/,http://video.movies.go.com/gangsofnewyork/,7.1,2002.0,https://image.tmdb.org/t/p/w500/lemqKtcCuAano5aqrzxYiKC8kkn.jpg,"['Drama', 'History', 'Crime'] It's 1863. America was born in the streets. Amsterdam Vallon returns to the Five Points of America to seek vengeance against the psychotic gangland kingpin, Bill the Butcher, who murdered his father years earlier. With an eager pickpocket by his side and a whole new army, Vallon fights his way to seek vengeance on the Butcher and restore peace in the area. Martin Scorsese ['Leonardo DiCaprio', 'Daniel Day-Lewis', 'Cameron Diaz']",7.318,2
76758,The Flowers of War,"A Westerner finds refuge with a group of women in a church during Japan's rape of Nanking in 1937. Posing as a priest, he attempts to lead the women to safety.","['Drama', 'History', 'War']","['Christian Bale', 'Ni Ni', 'Tong Dawei']",Zhang Yimou,http://www.theflowersofwarmovie.com/,http://www.theflowersofwarmovie.com/,7.1,2011.0,https://image.tmdb.org/t/p/w500/7NVgVX663tdareijAiv0eLiLn6d.jpg,"['Drama', 'History', 'War'] A Westerner finds refuge with a group of women in a church during Japan's rape of Nanking in 1937. Posing as a priest, he attempts to lead the women to safety. Zhang Yimou ['Christian Bale', 'Ni Ni', 'Tong Dawei']",7.4,2
9408,Surf's Up,"Cody is a surfing penguin from Shiverpool who dreams of making it big and being like his idol Big Z. On his journey he discovers his talents are not all he thinks they are and he must learn to accept that their is more to surfing than fame and fortune.  Surf's Up is a 2007 American computer-animated mockumentary film produced by Sony Pictures Animation and distributed by Columbia Pictures and ImageWorks Studios. It stars the voices of Shia LaBeouf, Jeff Bridges, Zooey Deschanel, Jon Heder among others.","['Animation', 'Comedy', 'Family']","['Shia LaBeouf', 'Jeff Bridges', 'Zooey Deschanel']",Ash Brannon,http://www.sonypictures.com/homevideo/surfsup/,http://www.sonypictures.com/homevideo/surfsup/,5.9,2007.0,https://image.tmdb.org/t/p/w500/lenJ0hOmlks0dyxzNJoNVQlR3qR.jpg,"['Animation', 'Comedy', 'Family'] Cody is a surfing penguin from Shiverpool who dreams of making it big and being like his idol Big Z. On his journey he discovers his talents are not all he thinks they are and he must learn to accept that their is more to surfing than fame and fortune.  Surf's Up is a 2007 American computer-animated mockumentary film produced by Sony Pictures Animation and distributed by Columbia Pictures and ImageWorks Studios. It stars the voices of Shia LaBeouf, Jeff Bridges, Zooey Deschanel, Jon Heder among others. Ash Brannon ['Shia LaBeouf', 'Jeff Bridges', 'Zooey Deschanel']",6.5,92
37786,Sex and the City 2,"Carrie, Charlotte, and Miranda are all married now, but they're still up for a little fun in the sun. When Samantha gets the chance to visit one of the most extravagant vacation destinations on the planet and offers to bring them all along, they surmise that a women-only retreat may be the perfect excuse to eschew their responsibilities and remember what life was like before they decided to settle down.","['Comedy', 'Drama', 'Romance']","['Sarah Jessica Parker', 'Kristin Davis', 'Cynthia Nixon']",Michael Patrick King,http://www.sexandthecitymovie.com/,http://www.sexandthecitymovie.com/,5.4,2010.0,https://image.tmdb.org/t/p/w500/iHSRxhZsPaVuLCivvV6WEkMVGWU.jpg,"['Comedy', 'Drama', 'Romance'] Carrie, Charlotte, and Miranda are all married now, but they're still up for a little fun in the sun. When Samantha gets the chance to visit one of the most extravagant vacation destinations on the planet and offers to bring them all along, they surmise that a women-only retreat may be the perfect excuse to eschew their responsibilities and remember what life was like before they decided to settle down. Michael Patrick King ['Sarah Jessica Parker', 'Kristin Davis', 'Cynthia Nixon']",6.1,54
57800,Ice Age: Continental Drift,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.","['Animation', 'Comedy', 'Adventure', 'Family']","['John Leguizamo', 'Ray Romano', 'Chris Wedge']",Steve Martino,http://www.iceagemovies.com/films/ice-age-continental-drift,http://www.iceagemovies.com/films/ice-age-continental-drift,6.2,2012.0,https://image.tmdb.org/t/p/w500/dfp1BZF7FxbBUyzHvMOI9t8NWDD.jpg,"['Animation', 'Comedy', 'Adventure', 'Family'] Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world. Steve Martino ['John Leguizamo', 'Ray Romano', 'Chris Wedge']",6.385,87
150689,Cinderella,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.","['Romance', 'Fantasy', 'Family', 'Drama']","['Lily James', 'Cate Blanchett', 'Richard Madden']",Kenneth Branagh,http://movies.disney.com/cinderella,http://movies.disney.com/cinderella,6.7,2015.0,https://image.tmdb.org/t/p/w500/j91LJmcWo16CArFOoapsz84bwxb.jpg,"['Romance', 'Fantasy', 'Family', 'Drama'] When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods. Kenneth Branagh ['Lily James', 'Cate Blanchett', 'Richard Madden']",6.826,96
7980,The Lovely Bones,"After being brutally murdered, 14-year-old Susie Salmon watches from heaven over her grief-stricken family -- and her killer. As she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal.","['Fantasy', 'Drama']","['Rachel Weisz', 'Mark Wahlberg', 'Susan Sarandon']",Peter Jackson,http://www.lovelybones.com,http://www.lovelybones.com,6.6,2009.0,https://image.tmdb.org/t/p/w500/sn0iDphRxQ7I6aLd9igIgACITak.jpg,"['Fantasy', 'Drama'] After being brutally murdered, 14-year-old Susie Salmon watches from heaven over her grief-stricken family -- and her killer. As she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal. Peter Jackson ['Rachel Weisz', 'Mark Wahlberg', 'Susan Sarandon']",7.067,97
12,Finding Nemo,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.","['Animation', 'Family']","['Albert Brooks', 'Ellen DeGeneres', 'Alexander Gould']",Andrew Stanton,http://movies.disney.com/finding-nemo,http://movies.disney.com/finding-nemo,7.6,2003.0,https://image.tmdb.org/t/p/w500/eHuGQ10FUzK1mdOY69wF5pGgEf5.jpg,"['Animation', 'Family'] Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way. Andrew Stanton ['Albert Brooks', 'Ellen DeGeneres', 'Alexander Gould']",7.816,1
122,The Lord of the Rings: The Return of the King,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam bring the ring closer to the heart of Mordor, the dark lord's realm.","['Adventure', 'Fantasy', 'Action']","['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen']",Peter Jackson,http://www.lordoftherings.net,http://www.lordoftherings.net,8.1,2003.0,https://image.tmdb.org/t/p/w500/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,"['Adventure', 'Fantasy', 'Action'] Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam bring the ring closer to the heart of Mordor, the dark lord's realm. Peter Jackson ['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen']",8.485,19
121,The Lord of the Rings: The Two Towers,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.","['Adventure', 'Fantasy', 'Action']","['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen']",Peter Jackson,http://www.lordoftherings.net/,http://www.lordoftherings.net/,8.0,2002.0,https://image.tmdb.org/t/p/w500/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,"['Adventure', 'Fantasy', 'Action'] Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard. Peter Jackson ['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen']",8.405,2
68737,Seventh Son,"John Gregory, who is a seventh son of a seventh son and also the local spook, has protected the country from witches, boggarts, ghouls and all manner of things that go bump in the night. However John is not young anymore, and has been seeking an apprentice to carry on his trade. Most have failed to survive. The last hope is a young farmer's son named Thomas Ward. Will he survive the training to become the spook that so many others couldn't?","['Adventure', 'Fantasy']","['Jeff Bridges', 'Julianne Moore', 'Ben Barnes']",Sergei Bodrov,http://www.seventhsonmovie.com/,http://www.seventhsonmovie.com/,5.2,2014.0,https://image.tmdb.org/t/p/w500/7Q8DfXSjcFSSQDOxz1Sk865wNqI.jpg,"['Adventure', 'Fantasy'] John Gregory, who is a seventh son of a seventh son and also the local spook, has protected the country from witches, boggarts, ghouls and all manner of things that go bump in the night. However John is not young anymore, and has been seeking an apprentice to carry on his trade. Most have failed to survive. The last hope is a young farmer's son named Thomas Ward. Will he survive the training to become the spook that so many others couldn't? Sergei Bodrov ['Jeff Bridges', 'Julianne Moore', 'Ben Barnes']",5.52,53
61791,Rise of the Planet of the Apes,"Scientist Will Rodman is determined to find a cure for Alzheimer's, the disease which has slowly consumed his father. Will feels certain he is close to a breakthrough and tests his latest serum on apes, noticing dramatic increases in intelligence and brain activity in the primate subjects â€“ especially Caesar, his pet chimpanzee.","['Thriller', 'Action', 'Drama', 'Science Fiction']","['James Franco', 'Freida Pinto', 'John Lithgow']",Rupert Wyatt,http://www.apeswillrise.com/,http://www.apeswillrise.com/,7.0,2011.0,https://image.tmdb.org/t/p/w500/oqA45qMyyo1TtrnVEBKxqmTPhbN.jpg,"['Thriller', 'Action', 'Drama', 'Science Fiction'] Scientist Will Rodman is determined to find a cure for Alzheimer's, the disease which has slowly consumed his father. Will feels certain he is close to a breakthrough and tests his latest serum on apes, noticing dramatic increases in intelligence and brain activity in the primate subjects â€“ especially Caesar, his pet chimpanzee. Rupert Wyatt ['James Franco', 'Freida Pinto', 'John Lithgow']",7.334,44
47964,A Good Day to Die Hard,"Iconoclastic, take-no-prisoners cop John McClane, finds himself for the first time on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit, and battling a countdown to war, the two McClanes discover that their opposing methods make them unstoppable heroes.","['Action', 'Thriller']","['Bruce Willis', 'Jai Courtney', 'Sebastian Koch']",John Moore,http://www.diehardmovie.com/,http://www.diehardmovie.com/,5.2,2013.0,https://image.tmdb.org/t/p/w500/qJ0csDXAVFMsNn0cRcjy6W6PxAK.jpg,"['Action', 'Thriller'] Iconoclastic, take-no-prisoners cop John McClane, finds himself for the first time on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit, and battling a countdown to war, the two McClanes discover that their opposing methods make them unstoppable heroes. John Moore ['Bruce Willis', 'Jai Courtney', 'Sebastian Koch']",5.331,90
9806,The Incredibles,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.","['Action', 'Adventure', 'Animation', 'Family']","['Craig T. Nelson', 'Holly Hunter', 'Samuel L. Jackson']",Brad Bird,http://disney.go.com/disneyvideos/animatedfilms/incredibles/main.html,http://disney.go.com/disneyvideos/animatedfilms/incredibles/main.html,7.4,2004.0,https://image.tmdb.org/t/p/w500/2LqaLgk4Z226KkgPJuiOQ58wvrm.jpg,"['Action', 'Adventure', 'Animation', 'Family'] Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume. Brad Bird ['Craig T. Nelson', 'Holly Hunter', 'Samuel L. Jackson']",7.7,32
607,Men in Black,"Men in Black follows the exploits of agents Kay and Jay, members of a top-secret organization established to monitor and police alien activity on Earth. The two Men in Black find themselves in the middle of the deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies. In order to prevent worlds from colliding, the MiB must track down the terrorist and prevent the destruction of Earth. It's just another typical day for the Men in Black.","['Action', 'Adventure', 'Comedy', 'Science Fiction']","['Tommy Lee Jones', 'Will Smith', 'Linda Fiorentino']",Barry Sonnenfeld,http://www.sonypictures.com/homevideo/meninblack/,http://www.sonypictures.com/homevideo/meninblack/,6.9,1997.0,https://image.tmdb.org/t/p/w500/uLOmOF5IzWoyrgIF5MfUnh5pa1X.jpg,"['Action', 'Adventure', 'Comedy', 'Science Fiction'] Men in Black follows the exploits of agents Kay and Jay, members of a top-secret organization established to monitor and police alien activity on Earth. The two Men in Black find themselves in the middle of the deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies. In order to prevent worlds from colliding, the MiB must track down the terrorist and prevent the destruction of Earth. It's just another typical day for the Men in Black. Barry Sonnenfeld ['Tommy Lee Jones', 'Will Smith', 'Linda Fiorentino']",7.208,70
863,Toy Story 2,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.","['Animation', 'Comedy', 'Family']","['Tom Hanks', 'Tim Allen', 'Joan Cusack']",John Lasseter,http://toystory.disney.com/toy-story-2,http://toystory.disney.com/toy-story-2,7.3,1999.0,https://image.tmdb.org/t/p/w500/yFWQkz2ynjwsazT6xQiIXEUsyuh.jpg,"['Animation', 'Comedy', 'Family'] Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong. John Lasseter ['Tom Hanks', 'Tim Allen', 'Joan Cusack']",7.598,32
22794,Cloudy with a Chance of Meatballs,"Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?","['Animation', 'Comedy', 'Family']","['Bill Hader', 'Anna Faris', 'James Caan']",Phil Lord,http://www.cloudywithachanceofmeatballs.com/,http://www.cloudywithachanceofmeatballs.com/,6.5,2009.0,https://image.tmdb.org/t/p/w500/qhOhIKf7QEyQ5dMrRUqs5eTX1Oq.jpg,"['Animation', 'Comedy', 'Family'] Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed? Phil Lord ['Bill Hader', 'Anna Faris', 'James Caan']",6.637,68
8355,Ice Age: Dawn of the Dinosaurs,"Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors â€“ the mighty dinosaurs.","['Animation', 'Comedy', 'Family', 'Adventure']","['Ray Romano', 'John Leguizamo', 'Denis Leary']",Carlos Saldanha,http://www.iceagemovies.com/films/ice-age-dawn-of-the-dinosaurs,http://www.iceagemovies.com/films/ice-age-dawn-of-the-dinosaurs,6.5,2009.0,https://image.tmdb.org/t/p/w500/cXOLaxcNjNAYmEx1trZxOTKhK3Q.jpg,"['Animation', 'Comedy', 'Family', 'Adventure'] Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors â€“ the mighty dinosaurs. Carlos Saldanha ['Ray Romano', 'John Leguizamo', 'Denis Leary']",6.758,55
1422,The Departed,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.","['Drama', 'Thriller', 'Crime']","['Leonardo DiCaprio', 'Matt Damon', 'Jack Nicholson']",Martin Scorsese,http://thedeparted.warnerbros.com/,http://thedeparted.warnerbros.com/,7.9,2006.0,https://image.tmdb.org/t/p/w500/nT97ifVT2J1yMQmeq20Qblg61T.jpg,"['Drama', 'Thriller', 'Crime'] To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them. Martin Scorsese ['Leonardo DiCaprio', 'Matt Damon', 'Jack Nicholson']",8.159,75
7446,Tropic Thunder,"Vietnam veteran 'Four Leaf' Tayback's memoir, Tropic Thunder, is being made into a film, but Director Damien Cockburn canâ€™t control the cast of prima donnas. Behind schedule and over budget, Cockburn is ordered by a studio executive to get filming back on track, or risk its cancellation. On Tayback's advice, Cockburn drops the actors into the middle of the jungle to film the remaining scenes but, unbeknownst to the actors and production, the group have been dropped in the middle of the Golden Triangle, the home of heroin-producing gangs.","['Action', 'Comedy']","['Ben Stiller', 'Jack Black', 'Robert Downey Jr.']",Ben Stiller,http://www.tropicthunder.com/,http://www.tropicthunder.com/,6.5,2008.0,https://image.tmdb.org/t/p/w500/zAurB9mNxfYRoVrVjAJJwGV3sPg.jpg,"['Action', 'Comedy'] Vietnam veteran 'Four Leaf' Tayback's memoir, Tropic Thunder, is being made into a film, but Director Damien Cockburn canâ€™t control the cast of prima donnas. Behind schedule and over budget, Cockburn is ordered by a studio executive to get filming back on track, or risk its cancellation. On Tayback's advice, Cockburn drops the actors into the middle of the jungle to film the remaining scenes but, unbeknownst to the actors and production, the group have been dropped in the middle of the Golden Triangle, the home of heroin-producing gangs. Ben Stiller ['Ben Stiller', 'Jack Black', 'Robert Downey Jr.']",6.689,56
65754,The Girl with the Dragon Tattoo,"This English-language adaptation of the Swedish novel by Stieg Larsson follows a disgraced journalist, Mikael Blomkvist, as he investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.","['Thriller', 'Crime', 'Mystery', 'Drama']","['Daniel Craig', 'Rooney Mara', 'Christopher Plummer']",David Fincher,http://dragontattoo.com/,http://dragontattoo.com/,7.2,2011.0,https://image.tmdb.org/t/p/w500/8bokS83zGdhaXgN9tjidUKmAftW.jpg,"['Thriller', 'Crime', 'Mystery', 'Drama'] This English-language adaptation of the Swedish novel by Stieg Larsson follows a disgraced journalist, Mikael Blomkvist, as he investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined. David Fincher ['Daniel Craig', 'Rooney Mara', 'Christopher Plummer']",7.374,17
10528,Sherlock Holmes,"Eccentric consulting detective, Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.","['Action', 'Adventure', 'Crime', 'Mystery']","['Robert Downey Jr.', 'Jude Law', 'Rachel McAdams']",Guy Ritchie,http://sherlock-holmes-movie.warnerbros.com/,http://sherlock-holmes-movie.warnerbros.com/,7.0,2009.0,https://image.tmdb.org/t/p/w500/fvnu6QHyR0gSV1JI6lMyXCny21a.jpg,"['Action', 'Adventure', 'Crime', 'Mystery'] Eccentric consulting detective, Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England. Guy Ritchie ['Robert Downey Jr.', 'Jude Law', 'Rachel McAdams']",7.215,38
271969,Ben-Hur,A falsely accused nobleman survives years of slavery to take vengeance on his best friend who betrayed him.,['Drama'],"['Jack Huston', 'Toby Kebbell', 'Rodrigo Santoro']",Timur Bekmambetov,http://www.benhurmovie.com/,http://www.benhurmovie.com/,5.3,2016.0,https://image.tmdb.org/t/p/w500/c9CoGrBA5yw8A7YBMz0hGzfzpNq.jpg,"['Drama'] A falsely accused nobleman survives years of slavery to take vengeance on his best friend who betrayed him. Timur Bekmambetov ['Jack Huston', 'Toby Kebbell', 'Rodrigo Santoro']",5.8,24
10865,Atlantis: The Lost Empire,"The world's most highly qualified crew of archaeologists and explorers is led by historian Milo Thatch as they board the incredible 1,000-foot submarine Ulysses and head deep into the mysteries of the sea.","['Animation', 'Family', 'Adventure', 'Science Fiction']","['Michael J. Fox', 'Corey Burton', 'Claudia Christian']",Gary Trousdale,http://www.disney.com/atlantis,http://www.disney.com/atlantis,6.7,2001.0,https://image.tmdb.org/t/p/w500/8fUEFPUTF7kBMuKPiSQHxPvd8EZ.jpg,"['Animation', 'Family', 'Adventure', 'Science Fiction'] The world's most highly qualified crew of archaeologists and explorers is led by historian Milo Thatch as they board the incredible 1,000-foot submarine Ulysses and head deep into the mysteries of the sea. Gary Trousdale ['Michael J. Fox', 'Corey Burton', 'Claudia Christian']",7.016,69
258509,Alvin and the Chipmunks: The Road Chip,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal.","['Adventure', 'Animation', 'Comedy', 'Family']","['Jason Lee', 'Justin Long', 'Bella Thorne']",Walt Becker,http://www.foxmovies.com/movies/alvin-and-the-chipmunks-the-road-chip,http://www.foxmovies.com/movies/alvin-and-the-chipmunks-the-road-chip,5.8,2015.0,https://image.tmdb.org/t/p/w500/16OcuuW5z509WILR6BmscNdXgw0.jpg,"['Adventure', 'Animation', 'Comedy', 'Family'] Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal. Walt Becker ['Jason Lee', 'Justin Long', 'Bella Thorne']",6.0,98
10661,You Don't Mess with the Zohan,An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist. Zohan's desire runs so deep that he'll do anything -- including faking his own death and going head-to-head with an Arab cab driver -- to make his dreams come true.,"['Comedy', 'Action']","['Adam Sandler', 'John Turturro', 'Emmanuelle Chriqui']",Dennis Dugan,http://www.youdontmesswiththezohan.com/,http://www.youdontmesswiththezohan.com/,5.5,2008.0,https://image.tmdb.org/t/p/w500/gBhLQmpCPoKFMCGsulMbIFzrBID.jpg,"['Comedy', 'Action'] An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist. Zohan's desire runs so deep that he'll do anything -- including faking his own death and going head-to-head with an Arab cab driver -- to make his dreams come true. Dennis Dugan ['Adam Sandler', 'John Turturro', 'Emmanuelle Chriqui']",5.725,70
257344,Pixels,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,"['Action', 'Comedy', 'Science Fiction']","['Adam Sandler', 'Michelle Monaghan', 'Peter Dinklage']",Chris Columbus,http://www.pixels-movie.com/,http://www.pixels-movie.com/,5.6,2015.0,https://image.tmdb.org/t/p/w500/d26S5EfVXLNxRXqyFy1yyl3qRq3.jpg,"['Action', 'Comedy', 'Science Fiction'] Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York. Chris Columbus ['Adam Sandler', 'Michelle Monaghan', 'Peter Dinklage']",5.75,86
686,Contact,"Contact is a science fiction film about an encounter with alien intelligence. Based on the novel by Carl Sagan the film starred Jodie Foster as the one chosen scientist who must make some difficult decisions between her beliefs, the truth, and reality.","['Drama', 'Science Fiction', 'Mystery']","['Jodie Foster', 'Matthew McConaughey', 'James Woods']",Robert Zemeckis,http://www.warnerbros.com/contact,http://www.warnerbros.com/contact,7.2,1997.0,https://image.tmdb.org/t/p/w500/bCpMIywuNZeWt3i5UMLEIc0VSwM.jpg,"['Drama', 'Science Fiction', 'Mystery'] Contact is a science fiction film about an encounter with alien intelligence. Based on the novel by Carl Sagan the film starred Jodie Foster as the one chosen scientist who must make some difficult decisions between her beliefs, the truth, and reality. Robert Zemeckis ['Jodie Foster', 'Matthew McConaughey', 'James Woods']",7.433,11
179,The Interpreter,"After Silvia Broome, an interpreter at United Nations headquarters, overhears plans of an assassination, an American Secret Service agent is sent to investigate.","['Crime', 'Thriller']","['Nicole Kidman', 'Sean Penn', 'Catherine Keener']",Sydney Pollack,http://www.theinterpretermovie.com/,http://www.theinterpretermovie.com/,6.2,2005.0,https://image.tmdb.org/t/p/w500/wTidq3J9fh8sEOAlD8WZFHVLSuB.jpg,"['Crime', 'Thriller'] After Silvia Broome, an interpreter at United Nations headquarters, overhears plans of an assassination, an American Secret Service agent is sent to investigate. Sydney Pollack ['Nicole Kidman', 'Sean Penn', 'Catherine Keener']",6.312,16
